,Brand,Model,Variant,Year,driven kilometers,fuel,Transmission,number of owners,location,Price
438,Maruti Suzuki ,Alto 800 ,800 Std CNG,2005,50000 KM,CNG,MANUAL,Second, Bhopal,"85,000"
439,Volkswagen ,Ameo ,1.5 TDI Highline AT,2017,35393.0 KM,DIESEL,AUTOMATIC,1st, Mumbai,"6,75,000"
440,Volkswagen ,Polo ,2009-2013 Diesel Highline 1.2L,2012,65000 KM,DIESEL,MANUAL,First, Delhi,"2,25,000"
441,Volkswagen ,Vento ,1.6 Trendline,2010,61666.0 KM,PETROL,MANUAL,1st, Nashik,"2,75,000"
442,Hyundai ,i10 ,1.2 Kappa SPORTZ,2009,106000.0 KM,PETROL,AUTOMATIC,3rd, Thiruvananthapuram,"2,50,000"
443,Mah,Logan ,1.4 GLX BSIV Petrol,2008,20000 KM,PETROL,MANUAL,Third, Nagpur,"1,20,000"
444,Honda ,Amaze ,1.2 SMT I VTEC,2014,42000.0 KM,PETROL,MANUAL,1st, Kolkata,"3,25,000"
445,Mah,XUV500 ,W10 AWD,2016,83585.0 KM,DIESEL,MANUAL,1st, Secunderabad,"9,90,000"
446,Ford ,Figo ,2012-2015 Petrol ZXI,2012,47000.0 KM,PETROL,MANUAL,1st, Kolkata,"2,15,000"
447,Maruti Suzuki ,Ritz ,VXi,2013,92000.0 KM,PETROL,MANUAL,2nd, Kochi,"3,40,000"
448,BMW ,3 Series GT ,Others,2009,"87,000 KM",DIESEL,MANUAL,2nd, Kasaragod,"7,00,000"
449,Honda ,WR-V ,i-VTEC S,2017,37000.0 KM,PETROL,MANUAL,1st, Ghaziabad,"7,10,000"
450,Mah,Xylo ,D2 BS IV,2011,"82,000 KM",DIESEL,MANUAL,1st, Palakkad,"3,30,000"
451,Maruti Suzuki ,Swift ,ZXI Plus,2018,30387.0 KM,PETROL,MANUAL,1st, Bengaluru,"7,75,000"
452,-,-,-,-,-,-,-,-,-,-
453,Maruti Suzuki ,Wagon R ,LXI CNG,2017,67000.0 KM,CNG & HYBRIDS,MANUAL,2nd, Ghaziabad,"3,75,001"
454,Honda ,City ,2015-2017 i DTec SV,2016,62000.0 KM,DIESEL,MANUAL,2nd, Pune,"6,50,000"
